,AvgSalary,City,Company,Designation,Lat,Long,Max Salary,Min Salary,Source,State,Title,_id
3903,,New York,GUTTMACHER,Data Scientist,40.6943,-73.9249,,,,NY,senior research scientist- domestic,5c09e632af11378e24f8888a
3904,,New York,AT&T,Data Scientist,40.6943,-73.9249,,,,NY,senior-inventive scientist- next gen 5g,5c09e632af11378e24f8888b
3905,,New York,Cognizant,Data Analyst,40.6943,-73.9249,,,,NY,equity research analyst (industrials),5c09e632af11378e24f8888c
3906,,New York,Simons Foundation,Data Scientist,40.6943,-73.9249,,,,NY,"research position (various levels), neuroscience",5c09e632af11378e24f8888d
3907,,New York,Columbia University,Data Manager,40.6943,-73.9249,,,,NY,statistical programmer/data manager - general medicine,5c09e632af11378e24f8888e
3908,,Fairfield,"Hampton-Clarke, Inc",Data Scientist,,,,,,NJ,environmental scientist,5c09e632af11378e24f8888f
3909,,Parsippany,NTT DATA Services,Data Scientist,40.8579,-74.426,,,,NJ,senior data scientist - predictive analytics - time series,5c09e632af11378e24f88890
3910,,New York,DigitasLBi,Data Analyst,40.6943,-73.9249,,,,NY,"senior analyst, data & analysis (social analytics)",5c09e632af11378e24f88891
3911,,Palisades,Columbia University,Other,41.0112,-73.9135,,,,NY,staff associate,5c09e632af11378e24f88892
3912,,Bronx,Albert Einstein College of Medicine,Other,40.8501,-73.8662,,,,NY,bioinformatics specialist,5c09e632af11378e24f88893
3913,,New York,Dotdash,Data Analyst,40.6943,-73.9249,,,,NY,research analyst,5c09e632af11378e24f88894
3914,,New York,The University of Chicago,Data Analyst,40.6943,-73.9249,,,,NY,policy research analyst,5c09e632af11378e24f88895
3915,,Jersey City,Insight Health Analytics,Data Analyst,40.7161,-74.0683,,,,NJ,quantitative research analyst,5c09e632af11378e24f88896
3916,,New York,McKinsey & Company,Data Scientist,40.6943,-73.9249,,,,NY,"data scientist - healthcare analytics & delivery, advanced analytics",5c09e632af11378e24f88897
3917,,New York,Finra,Data Scientist,40.6943,-73.9249,,,,NY,"lead data scientist, technology - new york, ny or rockville, md",5c09e632af11378e24f88898
3918,,New York,NYU Langone Health,Research Analyst/Scientist,40.6943,-73.9249,,,,NY,animal research technician i,5c09e632af11378e24f88899
3919,,New York,S&P Global,Data Director,40.6943,-73.9249,,,,NY,"associate director, lead data scientist",5c09e632af11378e24f8889a
3920,,New York,JP Morgan Chase,Data Scientist,40.6943,-73.9249,,,,NY,ccb - risk-fraud data scientist/modeler-ml-pipeline,5c09e632af11378e24f8889b
3921,,New York,Mount Sinai,Data Analyst,40.6943,-73.9249,,,,NY,quality improvement research analyst - surgery,5c09e632af11378e24f8889c
3922,,New York,S&P DOW JONES INDICES,Data Analyst,40.6943,-73.9249,,,,NY,"custom index analyst, quantitative modeling",5c09e632af11378e24f8889d
3923,,New York,Simons Foundation,Research Analyst/Scientist,40.6943,-73.9249,,,,NY,"research position (various levels), numerical algorithms",5c09e632af11378e24f8889e
3924,,Manhattan,DEPT OF PARKS & RECREATION,Data Director,40.7834,-73.9662,,,,NY,director of data analytics,5c09e632af11378e24f8889f
3925,,New York,Businesses UNITED TECHNOLOGIES CORP. HEADQUARTERS,Data Engineer,40.6943,-73.9249,,,,NY,data engineer,5c09e632af11378e24f888a0
3926,,New York,Tremor,Data Engineer,40.6943,-73.9249,,,,NY,vp of engineering - nyc,5c09e632af11378e24f888a1
3927,,New York,KPMG,Data Scientist,40.6943,-73.9249,,,,NY,"senior associate, data scientist",5c09e632af11378e24f888a2
3928,,New York,NYU Langone Health,Other,40.6943,-73.9249,,,,NY,financial services associate (inpatient),5c09e632af11378e24f888a3
3929,,New York,Hudson River Trading,Data Analyst,40.6943,-73.9249,,,,NY,options trading analyst,5c09e632af11378e24f888a4
3930,,New York,Via,Other,40.6943,-73.9249,,,,NY,operations system hacker,5c09e632af11378e24f888a5
3931,,Hackensack,Ridgewood Diagnostic Laboratory,Data Scientist,40.8889,-74.0461,,,,NJ,certifying scientist,5c09e632af11378e24f888a6
3932,,New York,Brown Brothers Harriman,Data Analyst,40.6943,-73.9249,,,,NY,international research analyst,5c09e632af11378e24f888a7
3933,,New York,AXA General Insurance,Data Analyst,40.6943,-73.9249,,,,NY,leveraged loan research analyst,5c09e632af11378e24f888a8
3934,,New York,Averity,Data Scientist,40.6943,-73.9249,,,,NY,principal data scientist (media),5c09e632af11378e24f888a9
3935,,New York,BuzzFeed,Other,40.6943,-73.9249,,,,NY,junior production coordinator,5c09e632af11378e24f888aa
3936,,New York,Marina Maher Communications,Other,40.6943,-73.9249,,,,NY,junior copywriter,5c09e632af11378e24f888ab
3937,,New York,NYU Langone Health,Data Assistant,40.6943,-73.9249,,,,NY,env health & safety assistant,5c09e632af11378e24f888ac
3938,,Roseland,ADP,Data Manager,40.8207,-74.3085,,,,NJ,manager - data scientist,5c09e632af11378e24f888ad
3939,,Newark,Prudential,Data Scientist,40.7242,-74.1724,,,,NJ,"vp, data science",5c09e632af11378e24f888ae
3940,,New York,Analytic Recruiting,Data Scientist,40.6943,-73.9249,,,,NY,machine learning data scientist-equity investment research,5c09e632af11378e24f888af
3941,,New York,Analytic Recruiting,Data Analyst,40.6943,-73.9249,,,,NY,data scientist-research analyst,5c09e632af11378e24f888b0
3942,,New York,NYU Langone Health,Other,40.6943,-73.9249,,,,NY,env health & safety spec i,5c09e632af11378e24f888b1
3943,,New York,Memorial Sloan Kettering,Data Analyst,40.6943,-73.9249,,,,NY,data scientist / senior strategic analyst (communications & marketing),5c09e632af11378e24f888b2
3944,,New York,NYU Langone Health,Other,40.6943,-73.9249,,,,NY,fgp sec ii-intake/sched-radiology,5c09e632af11378e24f888b3
3945,,New York,Spark Foundry,Data Analyst,40.6943,-73.9249,,,,NY,media research analyst,5c09e632af11378e24f888b4
3946,,New York,Kelton Global,Data Analyst,40.6943,-73.9249,,,,NY,"analyst, quantitative research",5c09e632af11378e24f888b5
3947,,New York,Fresh Digital Group,Data Analyst,40.6943,-73.9249,,,,NY,research analyst intern - blockchain,5c09e632af11378e24f888b6
3948,,New York,United Nations Development Programme (UNDP),Data Analyst,40.6943,-73.9249,,,,NY,policy and research analyst interns - strategic policy unit (3 vacancies),5c09e632af11378e24f888b7
3949,,New York,Weill Cornell Medicine,Research Analyst/Scientist,40.6943,-73.9249,,,,NY,assistant research coordinator-interventionist,5c09e632af11378e24f888b8
3950,,New York,Columbia University,Data Manager,40.6943,-73.9249,,,,NY,statistical analyst/data manager - general medicine,5c09e632af11378e24f888b9
3951,,New York,Amazon.com,Data Scientist,40.6943,-73.9249,,,,NY,senior applied scientist - amazon ai,5c09e632af11378e24f888ba
3952,,New York,National CineMedia,Data Analyst,40.6943,-73.9249,,,,NY,research analyst,5c09e632af11378e24f888bb
3953,,New York,New York University,Data Analyst,40.6943,-73.9249,,,,NY,research analyst-technical,5c09e632af11378e24f888bc
3954,,Brooklyn,DEPARTMENT OF CITY PLANNING,Other,40.6501,-73.9496,,,,NY,borough planner,5c09e632af11378e24f888bd
3955,,New York,Bloomberg,Data Scientist,40.6943,-73.9249,,,,NY,machine learning research scientist - text analytics,5c09e632af11378e24f888be
3956,,New York,New York Genome Center,Data Scientist,40.6943,-73.9249,,,,NY,bioinformatics scientist (statistical genetics/genetic epidemiology),5c09e632af11378e24f888bf
3957,,New York,White Bay Group,Data Analyst,40.6943,-73.9249,,,,NY,"analyst - trading, research",5c09e632af11378e24f888c0
3958,,Queens,DEPT OF HEALTH/MENTAL HYGIENE,Data Manager,40.7498,-73.7976,,,,NY,"data manager, bureau of school health",5c09e632af11378e24f888c1
3959,,New York,DigitasLBi,Data Analyst,40.6943,-73.9249,,,,NY,"senior analyst, data and analysis",5c09e632af11378e24f888c2
3960,,New York,HelloFresh,Data Analyst,40.6943,-73.9249,,,,NY,technical data analyst - marketing,5c09e632af11378e24f888c3
3961,,New York,NYU Langone Health,Data Assistant,40.6943,-73.9249,,,,NY,executive assistant,5c09e632af11378e24f888c4
3962,,New York,New York Life Insurance Co,Data Scientist,40.6943,-73.9249,,,,NY,cvp data science - marketing,5c09e632af11378e24f888c5
3963,,New York,Persado,Data Developer,40.6943,-73.9249,,,,NY,learning and development coordinator,5c09e632af11378e24f888c6
3964,,New York,JP Morgan Chase,Data Analyst,40.6943,-73.9249,,,,NY,jp morgan chase institute- research analyst for financial markets,5c09e632af11378e24f888c7
3965,,New York,NYP/Weill Cornell Medical Center,Data Director,40.6943,-73.9249,,,,NY,director of operational data science,5c09e632af11378e24f888c8
3966,,New York,Hudson River Trading,Data Analyst,40.6943,-73.9249,,,,NY,tradeops analyst - new york,5c09e632af11378e24f888c9
3967,,East Hanover,Mondelez International,Data Scientist,40.8201,-74.3649,,,,NJ,scientist i,5c09e632af11378e24f888ca
3968,,New York,AiCure,Other,40.6943,-73.9249,,,,NY,sales operations & enablement associate,5c09e632af11378e24f888cb
3969,,New York,Thasos Group,Research Analyst/Scientist,40.6943,-73.9249,,,,NY,quantitative researcher,5c09e632af11378e24f888cc
3970,,New York,Milliman,Data Analyst,40.6943,-73.9249,,,,NY,research analyst,5c09e632af11378e24f888cd
3971,,New York,The Expert Institute,Data Analyst,40.6943,-73.9249,,,,NY,research analyst,5c09e632af11378e24f888ce
3972,,New York,Esha IT,Data Engineer,40.6943,-73.9249,,,,NY,senior data engineer,5c09e632af11378e24f888cf
3973,,New York,Le CultureClub,Data Manager,40.6943,-73.9249,,,,NY,community manager + editor,5c09e632af11378e24f888d0
3974,,New York,NYU Langone Health,Other,40.6943,-73.9249,,,,NY,fgp sec ii-intake/sched- center for men's health,5c09e632af11378e24f888d1
3975,,New York,Microsoft,Data Technician,40.6943,-73.9249,,,,NY,mtc technical architect - data & ai,5c09e632af11378e24f888d2
3976,,New York,Candid Co.,Data Engineer,40.6943,-73.9249,,,,NY,software engineer - data,5c09e632af11378e24f888d3
3977,,New York,HistoWiz,Data Technician,40.6943,-73.9249,,,,NY,histotechnician - ihc,5c09e632af11378e24f888d4
3978,,New York,Coinlist,Data Analyst,40.6943,-73.9249,,,,NY,analyst - coinlist capital,5c09e632af11378e24f888d5
3979,,New York,AllianceBernstein,Other,40.6943,-73.9249,,,,NY,electronic trader,5c09e632af11378e24f888d6
3980,,New York,NYU Langone Health,Data Analyst,40.6943,-73.9249,,,,NY,epic him analyst,5c09e632af11378e24f888d7
3981,,Manhattan,DEPARTMENT OF TRANSPORTATION,Other,40.7834,-73.9662,,,,NY,environmental compliance specialist,5c09e632af11378e24f888d8
3982,,New York,GUTTMACHER,Research Analyst/Scientist,40.6943,-73.9249,,,,NY,research associate,5c09e632af11378e24f888d9
3983,,Manhattan,OFFICE OF MANAGEMENT & BUDGET,Data Analyst,40.7834,-73.9662,,,,NY,policy and operations research | analyst,5c09e632af11378e24f888da
3984,,New York,Tier1 IT,Data Engineer,40.6943,-73.9249,,,,NY,backend data engineer,5c09e632af11378e24f888db
3985,,New York,ACLU,Data Analyst,40.6943,-73.9249,,,,NY,prospect research analyst,5c09e632af11378e24f888dc
3986,,New York,Harnham,Data Scientist,40.6943,-73.9249,,,,NY,"lead data scientist, hedge fund",5c09e632af11378e24f888dd
3987,,New York,Allianz Global Corporate & Specialty,Data Analyst,40.6943,-73.9249,,,,NY,"sr business analyst, reporting & data analysis (remote new york)",5c09e632af11378e24f888de
3988,,New York,JP Morgan Chase,Data Developer,40.6943,-73.9249,,,,NY,cib data analytics - machine learning program execution associate,5c09e632af11378e24f888df
3989,,New York,Tang Capital Management,Data Analyst,40.6943,-73.9249,,,,NY,biotechnology research analyst,5c09e632af11378e24f888e0
3990,,New York,KPMG,Data Director,40.6943,-73.9249,,,,NY,"director, data scientist",5c09e632af11378e24f888e1
3991,,New York,The Boston Consulting Group,Data Scientist,40.6943,-73.9249,,,,NY,bcg platinion | maya design human scientist,5c09e632af11378e24f888e2
3992,,New York,"Two Sigma Investments, LLC.",Data Scientist,40.6943,-73.9249,,,,NY,ai research scientist,5c09e632af11378e24f888e3
3993,,New York,Vera Institute of Justice,Data Analyst,40.6943,-73.9249,,,,NY,research analyst,5c09e632af11378e24f888e4
3994,,New York,Correlation One,Data Manager,40.6943,-73.9249,,,,NY,office manager,5c09e632af11378e24f888e5
3995,,New York,Natural Resources Defense Council,Data Developer,40.6943,-73.9249,,,,NY,program assistant,5c09e632af11378e24f888e6
3996,,New York,Scienaptic Systems Inc,Other,40.6943,-73.9249,,,,NY,big data architect,5c09e632af11378e24f888e7
3997,,New York,Dailymotion,Data Scientist,40.6943,-73.9249,,,,NY,"senior data scientist, ad-tech",5c09e632af11378e24f888e8
3998,,New York,New York Life Insurance Co,Data Scientist,40.6943,-73.9249,,,,NY,data scientist - actuarial and product analytics,5c09e632af11378e24f888e9
3999,,Jersey City,Verisk Maplecroft,Data Engineer,40.7161,-74.0683,,,,NJ,data engineer,5c09e632af11378e24f888ea
4000,,New York,Research Foundation of The City University of New York,Data Analyst,40.6943,-73.9249,,,,NY,research analyst ii,5c09e632af11378e24f888eb
4001,,New York,Weight Watchers International,Data Engineer,40.6943,-73.9249,,,,NY,data engineer,5c09e632af11378e24f888ec
4002,,New York,Memorial Sloan Kettering,Data Engineer,40.6943,-73.9249,,,,NY,machine learning engineer,5c09e632af11378e24f888ed
4003,,New York,Uber,Data Analyst,40.6943,-73.9249,,,,NY,"nyc restaurant product data analyst ii, uet",5c09e632af11378e24f888ee
4004,,New York,KPMG,Data Manager,40.6943,-73.9249,,,,NY,"manager, data scientist",5c09e632af11378e24f888ef
4005,,New York,Google,Data Engineer,40.6943,-73.9249,,,,NY,"software engineer, machine learning",5c09e632af11378e24f888f0
4006,,New York,Nielsen,Data Analyst,40.6943,-73.9249,,,,NY,research analyst,5c09e632af11378e24f888f1
4007,,New York,Options Group,Data Analyst,40.6943,-73.9249,,,,NY,ogiq research analyst,5c09e632af11378e24f888f2
4008,,New York,NYU Langone Health,Data Analyst,40.6943,-73.9249,,,,NY,epic clindoc analyst,5c09e632af11378e24f888f3
4009,,New York,SKA,Data Engineer,40.6943,-73.9249,,,,NY,machine learning engineer,5c09e632af11378e24f888f4
4010,,New York,NYU Langone Health,Other,40.6943,-73.9249,,,,NY,pathology case coordinator,5c09e632af11378e24f888f5
4011,,New York,"Jefferies & Company, Inc.",Data Analyst,40.6943,-73.9249,,,,NY,jr. graph data analyst - corporate - crm & analytics,5c09e632af11378e24f888f6
4012,,New York,NYU Langone Health,Data Director,40.6943,-73.9249,,,,NY,program director,5c09e632af11378e24f888f7
4013,,Murray Hill,NOKIA,Data Scientist,,,,,,NJ,data science bell labs fall coop,5c09e632af11378e24f888f8
4014,,Long Beach,Lancer Insurance Company,Data Engineer,40.5887,-73.666,,,,NY,data engineer,5c09e632af11378e24f888f9
4015,,New York,Guidepoint Global,Data Analyst,40.6943,-73.9249,,,,NY,data scientist / lead quantitative analyst,5c09e632af11378e24f888fa
4016,,New York,Foursquare,Data Engineer,40.6943,-73.9249,,,,NY,machine learning engineer,5c09e632af11378e24f888fb
4017,,New York,NYU Langone Health,Data Developer,40.6943,-73.9249,,,,NY,developer ii-information mgt,5c09e632af11378e24f888fc
4018,,New York,Weill Cornell Medicine,Data Analyst,40.6943,-73.9249,,,,NY,programmer analyst,5c09e632af11378e24f888fd
4019,,New York,NYU Langone Health,Data Analyst,40.6943,-73.9249,,,,NY,epic cupid analyst,5c09e632af11378e24f888fe
4020,,New York,NYU Langone Health,Data Analyst,40.6943,-73.9249,,,,NY,epic mychart analyst,5c09e632af11378e24f888ff
4021,,New York,Basepair,Other,40.6943,-73.9249,,,,NY,head of bioinformatics,5c09e632af11378e24f88900
4022,,New York,DataAxxis,Data Engineer,40.6943,-73.9249,,,,NY,graph engineer ontologist,5c09e632af11378e24f88901
4023,,Queens,DEPT OF HEALTH/MENTAL HYGIENE,Data Analyst,40.7498,-73.7976,,,,NY,"information systems and quality analyst, bureau of hiv/aids prevention and control/hiv/aids care & treatment",5c09e632af11378e24f88902
4024,,New York,First Republic Bank,Data Analyst,40.6943,-73.9249,,,,NY,quantitative analyst,5c09e632af11378e24f88903
4025,,New York,KPMG,Data Director,40.6943,-73.9249,,,,NY,"director, cognitive data scientist natural language processing",5c09e632af11378e24f88904
4026,,Newark,Rutgers University,Other,40.7242,-74.1724,,,,NJ,habilitation counselor,5c09e632af11378e24f88905
4027,,New York,NRT New York LLC,Data Analyst,40.6943,-73.9249,,,,NY,research analyst,5c09e632af11378e24f88906
4028,,New York,CrÃ©dit Agricole CIB,Data Analyst,40.6943,-73.9249,,,,NY,quantitative analyst,5c09e632af11378e24f88907
4029,,Newark,Rutgers University,Data Analyst,40.7242,-74.1724,,,,NJ,research analyst,5c09e632af11378e24f88908
4030,,New York,NYU Langone Health,Other,40.6943,-73.9249,,,,NY,child life specialist-per diem,5c09e632af11378e24f88909
4031,,New York,CBS Television Network,Data Analyst,40.6943,-73.9249,,,,NY,research analyst,5c09e632af11378e24f8890a
4032,,New York,NYU Langone Health,Data Developer,40.6943,-73.9249,,,,NY,fgp pacemaker/icd technician- (arrhythmia/device technician),5c09e632af11378e24f8890b
4033,,New York,Mount Sinai,Data Analyst,40.6943,-73.9249,,,,NY,data science analyst iii - population health - mount sinai health partners,5c09e632af11378e24f8890c
4034,,Manhattan,ADMIN FOR CHILDREN'S SVCS,Data Analyst,40.7834,-73.9662,,,,NY,child welfare analyst,5c09e632af11378e24f8890d
4035,,Whippany,Bayer,Data Scientist,40.8245,-74.4171,,,,NJ,senior data scientist,5c09e632af11378e24f8890e
4036,,Jersey City,Wood,Data Scientist,40.7161,-74.0683,,,,NJ,environmental scientist / geologist / engineer,5c09e632af11378e24f8890f
4037,,New York,BuzzFeed,Other,40.6943,-73.9249,,,,NY,publicist (new york),5c09e632af11378e24f88910
4038,,New York,JP Morgan Chase,Data Scientist,40.6943,-73.9249,,,,NY,data scientist â cib chief data science office - associate,5c09e632af11378e24f88911
4039,,Union,Kavyos Consulting Inc,Data Scientist,,,,,,NJ,data scientist - forecasting,5c09e632af11378e24f88912
4040,,New York,"Two Sigma Investments, LLC.",Data Scientist,40.6943,-73.9249,,,,NY,research scientist,5c09e632af11378e24f88913
4041,,Bronx,Albert Einstein College of Medicine,Other,40.8501,-73.8662,,,,NY,study coordinator,5c09e632af11378e24f88914
4042,,Brooklyn,Blue Bottle Coffee,Other,40.6501,-73.9496,,,,NY,cafe recruiter,5c09e632af11378e24f88915
4043,,New York,UNTUCKit,Data Director,40.6943,-73.9249,,,,NY,ecommerce analytics director/data scientist,5c09e632af11378e24f88916
4044,,New York,Squarespace,Data Manager,40.6943,-73.9249,,,,NY,"manager, data science",5c09e632af11378e24f88917
4045,,New York,Bread Finance,Data Scientist,40.6943,-73.9249,,,,NY,data science lead,5c09e632af11378e24f88918
4046,,New York,S&P GLOBAL MARKET INTELLIGENCE,Data Engineer,40.6943,-73.9249,,,,NY,data engineer,5c09e632af11378e24f88919
4047,,New York,Natural Resources Defense Council,Data Analyst,40.6943,-73.9249,,,,NY,policy analyst,5c09e632af11378e24f8891a
4048,,New York,NYU Langone Health,Other,40.6943,-73.9249,,,,NY,spvr-inventory control,5c09e632af11378e24f8891b
4049,,New York,KPMG,Data Manager,40.6943,-73.9249,,,,NY,manager - cognitive data scientist natural language processing,5c09e632af11378e24f8891c
4050,,New York,Uber,Data Analyst,40.6943,-73.9249,,,,NY,"nyc marketplace intelligence and logistics product data analyst, uet",5c09e632af11378e24f8891d
4051,,New York,The New York Times,Data Engineer,40.6943,-73.9249,,,,NY,"data engineer, various data engineering teams",5c09e632af11378e24f8891e
4052,,New York,NYU Langone Health,Data Assistant,40.6943,-73.9249,,,,NY,administrative assistant,5c09e632af11378e24f8891f
4053,,New York,ACLU,Other,40.6943,-73.9249,,,,NY,"fall 2018 undergraduate/graduate internship, analytics department, ny",5c09e632af11378e24f88920
4054,,New York,Via,Other,40.6943,-73.9249,,,,NY,fraud analytics hacker,5c09e632af11378e24f88921
4055,,New York,Insight Strategy Group,Data Analyst,40.6943,-73.9249,,,,NY,research analyst,5c09e632af11378e24f88922
4056,,New York,Bonobos,Data Analyst,40.6943,-73.9249,,,,NY,business analyst,5c09e632af11378e24f88923
4057,,Jersey City,Molecular Templates Inc,Data Scientist,40.7161,-74.0683,,,,NJ,clinical scientist,5c09e632af11378e24f88924
4058,,New York,New York Life Insurance Co,Data Scientist,40.6943,-73.9249,,,,NY,lead data scientist - customer analytics,5c09e632af11378e24f88925
4059,,New York,ICF,Data Consultant,40.6943,-73.9249,,,,NY,aviation consultant (entry level),5c09e632af11378e24f88926
4060,,New York,Goldman Sachs,Data Scientist,40.6943,-73.9249,,,,NY,gsam technology - data science and machine learning engineer,5c09e632af11378e24f88927
4061,,New York,DataCamp,Data Manager,40.6943,-73.9249,,,,NY,"product manager, data science curriculum",5c09e632af11378e24f88928
4062,,New York,Mount Sinai Health System,Data Analyst,40.6943,-73.9249,,,,NY,research informatics business analyst,5c09e632af11378e24f88929
4063,,New York,Uber,Data Analyst,40.6943,-73.9249,,,,NY,"nyc enterprise product data analyst, uet",5c09e632af11378e24f8892a
4064,,New York,NYU Langone Health,Other,40.6943,-73.9249,,,,NY,media facilities specialist,5c09e632af11378e24f8892b
4065,,New York,Natural Resources Defense Council,Data Developer,40.6943,-73.9249,,,,NY,"development associate, donor systems - data management",5c09e632af11378e24f8892c
4066,,New York,Mount Sinai,Data Scientist,40.6943,-73.9249,,,,NY,associate scientist - department of neurosciences,5c09e632af11378e24f8892d
4067,,Manhasset,Northwell Health,Data Scientist,40.7884,-73.6942,,,,NY,research scientist,5c09e632af11378e24f8892e
4068,,Yonkers,PS&S,Data Scientist,40.9466,-73.8674,,,,NY,environmental remediation scientist,5c09e632af11378e24f8892f
4069,,New York,WeWork Global Technology,Data Scientist,40.6943,-73.9249,,,,NY,senior data scientist - revenue optimization,5c09e632af11378e24f88930
4070,,New York,NYU Langone Health,Other,40.6943,-73.9249,,,,NY,him coding specialist i,5c09e632af11378e24f88931
4071,,New York,Weill Cornell Medicine,Research Analyst/Scientist,40.6943,-73.9249,,,,NY,research coordinator,5c09e632af11378e24f88932
4072,,Brooklyn,Empyreal Realty,Other,40.6501,-73.9496,,,,NY,sick of rentals?,5c09e632af11378e24f88933
4073,,New York,Explore Group Inc,Data Developer,40.6943,-73.9249,,,,NY,python developer (data),5c09e632af11378e24f88934
4074,,Brooklyn,"Amplify Education, Inc.",Data Engineer,40.6501,-73.9496,,,,NY,data engineer,5c09e632af11378e24f88935
4075,,New York,Mount Sinai,Data Scientist,40.6943,-73.9249,,,,NY,senior scientist - department of neurosciences,5c09e632af11378e24f88936
4076,,Manhattan,OFFICE OF MANAGEMENT & BUDGET,Data Analyst,40.7834,-73.9662,,,,NY,policy and operstions research | analyst,5c09e632af11378e24f88937
4077,,Manhattan,Alpha,Data Engineer,40.7834,-73.9662,,,,NY,machine learning/nlp engineer,5c09e632af11378e24f88938
4078,,New York,Oscar Insurance,Research Analyst/Scientist,40.6943,-73.9249,,,,NY,research associate,5c09e632af11378e24f88939
4079,,Manhattan,DEPARTMENT OF TRANSPORTATION,Data Analyst,40.7834,-73.9662,,,,NY,project delivery analyst,5c09e632af11378e24f8893a
4080,,New York,Townsquare Media,Data Analyst,40.6943,-73.9249,,,,NY,research analyst,5c09e632af11378e24f8893b
4081,,New York,DataCamp,Data Scientist,40.6943,-73.9249,,,,NY,"instructor recruiter, data science",5c09e632af11378e24f8893c
4082,,New York,Feedvisor,Other,40.6943,-73.9249,,,,NY,data marketing intern,5c09e632af11378e24f8893d
4083,,Montclair,Montclair State University,Data Scientist,,,,,,NJ,research scientist (multiple postions),5c09e632af11378e24f8893e
4084,,New York,Vera Institute of Justice,Data Analyst,40.6943,-73.9249,,,,NY,"research analyst, csc",5c09e632af11378e24f8893f
4085,,New York,Hudson River Trading,Data Developer,40.6943,-73.9249,,,,NY,data reporting developer (python) - accounting,5c09e632af11378e24f88940
4086,,New York,Via,Other,40.6943,-73.9249,,,,NY,associate - rider growth,5c09e632af11378e24f88941
4087,,New York,McKinsey & Company,Data Scientist,40.6943,-73.9249,,,,NY,data science translator - tmt sector,5c09e632af11378e24f88942
4088,,New York,Smith Hanley Associates,Data Scientist,40.6943,-73.9249,,,,NY,decision scientist,5c09e632af11378e24f88943
4089,,New York,Explore Group Inc,Data Developer,40.6943,-73.9249,,,,NY,python developer (data platform),5c09e632af11378e24f88944
4090,,New York,BlueRock Therapeutics,Data Scientist,40.6943,-73.9249,,,,NY,"scientist/sr. process sciences and discovery, (new york)",5c09e632af11378e24f88945
4091,,New York,HBO,Data Director,40.6943,-73.9249,,,,NY,"hbo director, data science",5c09e632af11378e24f88946
4092,,New York,NYU Langone Health,Data Analyst,40.6943,-73.9249,,,,NY,financial analyst,5c09e632af11378e24f88947
4093,,New York,NYU Langone Health,Data Analyst,40.6943,-73.9249,,,,NY,fgp reimbursement analyst,5c09e632af11378e24f88948
4094,,New York,ACLU,Other,40.6943,-73.9249,,,,NY,"fall 2018 undergraduate internship, analytics department, ny",5c09e632af11378e24f88949
4095,,New York,Weill Cornell Medicine,Other,40.6943,-73.9249,,,,NY,special events coordinator,5c09e632af11378e24f8894a
4096,,New York,Lorven Technologies,Data Scientist,40.6943,-73.9249,,,,NY,data scientist.,5c09e632af11378e24f8894b
4097,,New York,Grubhub,Data Scientist,40.6943,-73.9249,,,,NY,sr. data scientist - search relevance & ranking,5c09e632af11378e24f8894c
4098,,New York,Nexcelom Bioscience,Data Scientist,40.6943,-73.9249,,,,NY,field application scientist,5c09e632af11378e24f8894d
4099,,New York,Analytic Recruiting,Data Scientist,40.6943,-73.9249,,,,NY,data scientist,5c09e632af11378e24f8894e
4100,,New York,GUTTMACHER,Research Analyst/Scientist,40.6943,-73.9249,,,,NY,research assistant i,5c09e632af11378e24f8894f
4101,,New York,NYU Langone Health,Data Scientist,40.6943,-73.9249,,,,NY,associate research scientist (oncology),5c09e632af11378e24f88950
4102,,New York,PulsePoint,Data Engineer,40.6943,-73.9249,,,,NY,machine learning engineer,5c09e632af11378e24f88951
4103,,Brooklyn,Empyreal Realty,Other,40.6501,-73.9496,,,,NY,rental masters needed,5c09e632af11378e24f88952
4104,,New York,"TekPartners, A P2P Company",Data Scientist,40.6943,-73.9249,,,,NY,data scientist,5c09e632af11378e24f88953
4105,,New York,Spotify,Other,40.6943,-73.9249,,,,NY,analytics data specialist-revenue product insights,5c09e632af11378e24f88954
4106,,New York,Simons Foundation,Data Analyst,40.6943,-73.9249,,,,NY,"research analyst, cca",5c09e632af11378e24f88955
4107,,New York,International AIDS Vaccine Initiative,Data Scientist,40.6943,-73.9249,,,,NY,science writer,5c09e632af11378e24f88956
4108,,Manhattan,DEPARTMENT OF FINANCE,Data Analyst,40.7834,-73.9662,,,,NY,senior assessment data analyst,5c09e632af11378e24f88957
4109,,New York,New York University,Data Scientist,40.6943,-73.9249,,,,NY,assistant research scientist,5c09e632af11378e24f88958
4110,,New York,NYU Langone Health,Data Assistant,40.6943,-73.9249,,,,NY,family resource assistant,5c09e632af11378e24f88959
4111,,Brooklyn,Motivate International Inc.,Other,40.6501,-73.9496,,,,NY,data analysis lead,5c09e632af11378e24f8895a
4112,,New York,Vera Institute of Justice,Data Engineer,40.6943,-73.9249,,,,NY,"data engineer, in our backyards campaign",5c09e632af11378e24f8895b
4113,,New York,DEPT OF ENVIRONMENT PROTECTION,Data Analyst,40.6943,-73.9249,,,,NY,water quality analyst,5c09e632af11378e24f8895c
4114,,New York,Showtime,Data Analyst,40.6943,-73.9249,,,,NY,research analyst,5c09e632af11378e24f8895d
4115,,New York,BlueRock Therapeutics,Data Scientist,40.6943,-73.9249,,,,NY,research associate in vivo sciences (new york),5c09e632af11378e24f8895e
